dyad,MonthYear,event_count,goldstein_std,goldstein_min,num_mentions_sum,num_articles_sum,num_sources_sum,high_conflict_count,low_conflict_count,quad4_count,high_conflict_pct,low_conflict_pct,quad4_pct
CHN-JPN,202301,2819,4.173195131555064,-10.0,13115,12868,2976,107,1101,240.0,0.0379567222419297,0.3905640297978006,0.0851365732529265
CHN-JPN,202302,2226,4.033631279586144,-10.0,10191,9950,2277,83,689,177.0,0.0372866127583108,0.3095238095238095,0.0795148247978436
CHN-JPN,202303,3091,4.196107931211524,-10.0,13405,13134,3220,109,1132,340.0,0.035263668715626,0.3662245228081527,0.1099967648010352
CHN-JPN,202304,4503,4.100094593324188,-10.0,20834,19931,4761,187,1554,456.0,0.0415278703086831,0.3451032644903398,0.1012658227848101
CHN-JPN,202305,3940,4.172440224423463,-10.0,18058,17702,4216,185,1337,351.0,0.0469543147208121,0.3393401015228426,0.0890862944162436
CHN-JPN,202306,2669,4.291806075871212,-10.0,10962,10819,2756,147,796,282.0,0.0550768077931809,0.2982390408392656,0.1056575496440614
CHN-JPN,202307,4366,4.643742577548296,-10.0,20324,20051,4499,261,1436,596.0,0.059780119102153,0.3289051763628035,0.1365093907466789
CHN-JPN,202308,6984,4.480664496162073,-10.0,33121,32571,7337,326,2972,1056.0,0.0466781214203894,0.4255441008018327,0.1512027491408934
CHN-JPN,202309,4469,4.557544405639361,-10.0,20154,19894,4653,192,1741,662.0,0.042962631461177,0.3895726113224435,0.1481315730588498
CHN-JPN,202310,2677,4.687199720287079,-10.0,11501,11317,2768,147,1020,486.0,0.0549122151662308,0.3810235338064998,0.1815465072842734
CHN-JPN,202311,4299,4.393794668236105,-10.0,19314,18736,4615,229,1252,536.0,0.0532682019074203,0.2912305187252849,0.12468015817632
CHN-JPN,202312,2393,4.049987210119514,-10.0,9829,9740,2447,87,827,214.0,0.0363560384454659,0.345591307981613,0.0894274968658587
